,Date,Rating,Review,UID
76,2017-03-17 16:15:35,1,"WORST DR. EVER!

He was extremely transactional. He didn't try to get to know me...OR a history of my ailments. In fact he totally dismissed my symptoms all...",ktK36K0ITdUruVMfhPwd-g
77,2015-12-21 12:01:34,4,Love Dr. Locatelli. She was recommended to me by another satisfied customer after I had a hard time finding a primary care physician. Dr. Locatelli takes...,ktK36K0ITdUruVMfhPwd-g
78,2018-05-25 11:11:58,5,I chose Dr. Weiler as my physician upon moving to Chicago 7 years ago and every time I see her I marvel at what a truly great choice that was. This time it...,nLEZ8auGKGwzIpaU4_W7zw
79,2015-09-22 12:30:07,1,"It's VERY expensive.

A one time enrollment fee, close to $200. 
This does NOT include a separate price for an ""office visit"" which is $290, which may or...",nLEZ8auGKGwzIpaU4_W7zw
80,2016-05-12 18:31:19,5,Well Integrative Family Medicine is the right choice for me.  I like that Dr. Weiler takes  time to listen to my concerns and helps me to make informed...,nLEZ8auGKGwzIpaU4_W7zw
81,2019-02-22 12:29:32,5,Dr. Wong is one of those physicians that actually cares and takes his time with you and listens to what ails you without giving you the feeling you are...,yRVfyv-37MMPjGQF8DJ3Sw
82,2018-11-23 13:30:59,5,"This is the best clinic I've been to in a long time. They actually listen to you, give you a thorough exam, and talk through treatment options. I was able...",yRVfyv-37MMPjGQF8DJ3Sw
83,2016-03-14 12:11:39,5,"Dr. Wong is a brilliant, caring and very thorough Doctor. I usually dread going to the doctor because it feels like a chore. Coming here, I feel very...",yRVfyv-37MMPjGQF8DJ3Sw
84,2011-04-11 19:12:10,5,I really appreciate having Dr. Desai as m doctor.  She is very thorough about collecting accurate details from me during our consultations.  She'll go over...,8BwQJEuZkudEQVJju3rDFA
85,2017-06-23 23:36:31,5,I met Dr Ami Desai while she was doing hospital rounds in her residency almost 9 years ago. I was inpatient and was having a very difficult time as I had...,8BwQJEuZkudEQVJju3rDFA
86,2016-01-07 16:33:32,5,"Dr. Desai is warm, compassionate, responsive, and very skilled clinician. I can't recommend her highly enough; she is an excellent internist and I trust her...",8BwQJEuZkudEQVJju3rDFA
87,2016-05-03 07:23:34,5,"While traveling, during a great time of need, Dr Knapp listened carefully to my mothers needs and knew how to help her get well quickly. We would highly...",YlDetoQYDn2dv8uP_FyzEQ
88,2014-08-12 21:56:23,5,Keith and his old man have been my doctor since I was born (33years)honest straight forward and to the punch and no damn lectures either! I will not go see...,YlDetoQYDn2dv8uP_FyzEQ
89,2015-01-15 05:27:52,5,"I have to admit, I had mixed reviews about this doctor at the beginning. I was used to the ""warm and fuzzy"" and he is definitely ""straight, no chaser""!...",YlDetoQYDn2dv8uP_FyzEQ
90,2018-11-15 06:45:50,2,"I have been a patient of Dr Slottens for years.  However, like other reviews below, I'm going to start looking for another physician due to the office...",SHr5IDATBC9m9YthsRMeTA
91,2018-08-14 15:24:48,5,Dr Slotten is one of the most outstanding doctors I have ever been to he is knowledgeable and his craft assessable and his staff are all friendly and caring...,SHr5IDATBC9m9YthsRMeTA
92,2017-09-29 06:41:39,5,"Dr,.Slotten is the best! He has never rushed through an appointment. He's always detailed and very informative and I always leave feeling confident that I...",SHr5IDATBC9m9YthsRMeTA
93,2018-06-29 07:13:12,5,Been going to Dr. Hayes for over twenty years plus. He is fantastic doctor with a great sense of humor.  He makes you feel at ease even when your feeling...,2-dwoWauzxT5jY7yWpQkYA
94,2018-03-28 15:20:41,5,Dr. Hayes is the best doctor I've ever had in my entire life.  Ever !!  I'm lucky to have found him and be in his care.,2-dwoWauzxT5jY7yWpQkYA
95,2016-08-23 04:26:04,5,"Dr. Hayes is a great, highly experienced, doctor and a good guy to work with, very down to earth. He was also quite accommodating schedule wise.",2-dwoWauzxT5jY7yWpQkYA
96,2017-05-20 14:35:01,5,"Dr. Olson is a superior doctor, with an amazing rapport and clear investment in his patients. His response time to queries through his online messaging...",D9DAVh018fKLb_60h4H6ZA
97,2016-11-03 09:32:52,1,"I went to Dr. Olson once.  He seemed pleasant and knowledgeable during my visit, but his follow through was a total ZERO.  He gave me an antibiotic which...",D9DAVh018fKLb_60h4H6ZA
98,2015-01-05 10:43:09,5,"Dr. Olson has been my GP for 5+ years. If I were to ever move from downtown Chicago area, I would still schedule visits to see him for normal annual...",D9DAVh018fKLb_60h4H6ZA
99,2010-10-05 11:21:17,5,"After many years filled with doctors who love the sounds of their own voices too much to listen and who think they know my body better than I do, I stumbled...",sXNhaVGDsTlUCwkMs8-pCQ
100,2014-05-15 15:01:34,5,"To echo what most reviewers have said, Dr. Ramirez has a great bedside manner - gentle, kind, knowledgeable and professional.  

Would recommend her to...",W2gc6_3eSsuc0D0wKeH2wA
101,2015-12-23 07:09:17,5,"I also had Dr. Ramirez as my internist for over 10 years and I miss her so much.   As others are saying here, she is a caring doctor who really listens and...",W2gc6_3eSsuc0D0wKeH2wA
102,2015-12-19 09:00:23,5,Oh Dr. Ramirez where have you gone!? After at least a decade I am without an internest who cares about me. No one can replace you. I am still searching for...,W2gc6_3eSsuc0D0wKeH2wA
103,2013-10-15 09:23:54,5,"I have yet to visit Dr. Roque, but I want to review based just on the 4 minute and 22 second phone call I had with him about scheduling an appointment for...",L7iLimza6oewjA0840ai_A
104,2019-01-08 21:04:32,1,Dr. David Roque is a quack. Would go to him periodically because he would cure what was ailing me. I didn't mind his no nonsense attitude because i wanted...,L7iLimza6oewjA0840ai_A
105,2017-11-01 18:03:56,5,I enjoyed my visit a lot. It's very rare that I have a good experience with a doctor. He was very informative on what I needed for traveling to Asia. I wish...,L7iLimza6oewjA0840ai_A
106,2013-12-20 12:53:09,5,Amazing customer service! I needed a primary care physician that I can schedule and see within a few days due to my work schedule and Lincoln medical center...,7f57E7g8ZPaLs65cU_NF3A
107,2010-11-05 03:33:22,5,"I give 5 stars to this medical clinic. My mother needed to see a doctor but wasn't able to get a quick appointment with her current one. However, Dr...",7f57E7g8ZPaLs65cU_NF3A
108,2011-02-05 13:51:34,5,After contacting some other doctors from Swedish Covenant and being told to call back in two weeks just to make an appointment since their calendars don't...,7f57E7g8ZPaLs65cU_NF3A
109,2018-09-26 18:22:20,5,Have been seeing Emily for years now for at least annual appointments. She takes ample time to get to roots of challenges - sits down with me for an hour...,oNkppM8Ze905obmgfHI3Kg
110,2018-10-09 09:43:30,5,Dr Lindner is a very caring professional. She really listens and tries to find a solution to your problem. I have been her patient and also send her my...,oNkppM8Ze905obmgfHI3Kg
111,2018-03-22 12:44:53,1,Read this whole account before booking! This doctor is bizarre. Claimed to be in network and was not. Forced me to take off my shoes and wear booties. Tried...,oNkppM8Ze905obmgfHI3Kg
112,2018-01-09 21:19:39,5,"Dr. Suh is literally a godsend. I have been berated and patronized for previously voicing my concerns. All previous doctors never listened. Finally, a...",pLlgdzsJ0ntGU5HMhN67VA
113,2017-10-20 12:35:35,5,"tl;dr: Dr. Suh is the best doctor I've ever had, hands down. And if you have trouble with contact, use MyChart (mychart[dot]nm[dot]org).

Dr. Suh is...",pLlgdzsJ0ntGU5HMhN67VA
114,2016-09-18 20:14:17,5,"Dr. Suh is the best doctor ever! I've seen a lot of different doctors throughout the years and hands down, she is phenomenal. She really cares for her...",pLlgdzsJ0ntGU5HMhN67VA
115,2016-01-16 11:34:30,5,"Picking a new primary doctor is always a gamble. I chose Dr. Suesakul because he's Thai and he has two locations, ASAP being the primary.

ASAP is within a...",JjkNbRnZlMKiG8w_Pdiq-g
116,2018-06-19 03:27:56,5,"Dr. Suesakul is awesome! He spent so much time talking and listening to my boyfriend and me. After the first meeting, I feel like he was one of our friends....",JjkNbRnZlMKiG8w_Pdiq-g
117,2017-06-02 14:27:59,5,"My first time here for a messed up toe, the staff was extremely nice, Dr. Restas was great and very caring! Would recommend this place!",JjkNbRnZlMKiG8w_Pdiq-g
118,2018-02-05 16:28:17,5,Dr. Klarquist is a very good doctor. He is also a kind person given my visits with him.  He is part of the Illinois Masonic group. I like the staff and the...,WxMPNzO-fafls8RYbcejnQ
119,2018-01-25 09:11:12,5,"Travel for a living and went to Dr. Klarquist for the first time for my annual physical etc.  His entire staff was professional, friendly, and efficient.  I...",WxMPNzO-fafls8RYbcejnQ
120,2017-10-30 13:08:02,5,"Competent, thoughtful and considerate. I trust his judgment. Flexible visiting hours and prompt follow up to my calls and messages. Welcoming environment.",WxMPNzO-fafls8RYbcejnQ
121,2018-06-07 21:14:22,5,I have been seeing Dr McDermott for many many many years. She has always been very kind and shows sincerely that she cares about my health. Every time I...,UeNqZFcGnEnAFVwneqc9TQ
122,2014-02-06 13:10:15,5,I've been going to Dr. McDermott for almost 9 years now and I'm so happy I've found her.  She cares for my husband and our daughter as well.  I've been to a...,UeNqZFcGnEnAFVwneqc9TQ
123,2011-01-12 11:02:50,4,I've been a patient of Dr. McDermott's for about 10 years.  I have recomended her to many friends over the years.  My 18 month old son is also now one of...,UeNqZFcGnEnAFVwneqc9TQ
124,2010-03-11 07:47:10,5,"Dr. Lavery is, in a word, outstanding.  

He is easy to talk to, cleary very bright, understanding, and funny.  Not to mention that he knows what he's...",qEkZiECyndnfqbXNT5gPLA
125,2013-01-08 12:01:09,5,"Unfortunately, Dr. Lavery appears to have retired from general medicine at the height of his game. I just received a letter stating that he was leaving the...",qEkZiECyndnfqbXNT5gPLA
126,2012-03-12 11:13:32,4,"I have tried a few doctors around Chicago and while some can be much too brisk and all business Lavery was really down to earth, friendly and open. He...",qEkZiECyndnfqbXNT5gPLA
127,2018-02-27 09:48:02,5,"Dr. Jose Huerta has been my primary doctor for about 5 years now. He really takes his time to listen to you, explains everything and makes you feel at ease....",y33mmQ-DwrH1mWdptbK_tA
128,2017-12-13 15:06:18,5,Dr Niek is an amazing dr. You just get the feeling after seeing her that she really cares about her patients. Even something as small as a cold she will try...,y33mmQ-DwrH1mWdptbK_tA
129,2017-08-14 13:05:07,5,This place is great. The staff is welcoming and knowledgeable. I have met all three Docs and they are all very good. Dr. Naik treats my entire family and...,y33mmQ-DwrH1mWdptbK_tA
130,2016-01-05 11:13:20,5,"Dr. Lee has been my doctor for 15 years, or more. Even when my employer changed insurance, he would join that insurance so I could stay his patient. The...",4CW0-nPkunR-lK-fh0oAXA
131,2016-04-25 08:45:06,5,Dr. Michael Lee is a  thorough and competent physician. I have never had an issue getting an appointment  to see him. His office is efficient and Dr. Lee is...,4CW0-nPkunR-lK-fh0oAXA
132,2010-02-15 19:54:44,5,"Dr. Lee is the best! I am so glad he is relatively young so I can keep coming to him for years to come!

I'm originally from CA so I was very bummed that I...",4CW0-nPkunR-lK-fh0oAXA
133,2018-10-11 18:30:51,5,"I recommend Dr Jaramillo.  

Her office is easy to get to being at street level and there is parking for her office next door.

Dr Jaramillo is very...",uwXWQHGx6_8XjvVEJd1RsQ
134,2011-08-23 08:07:04,4,We switched PCPs because we couldn't take the staff at our former doctor's office anymore.  It's really overwhelming choosing a doctor in a big city with...,uwXWQHGx6_8XjvVEJd1RsQ
135,2012-09-13 09:53:15,5,"I moved WAY up north, but I have kept her as my doctor because she is efficient and even with the distance, she is convenient.  Every time I have needed to...",uwXWQHGx6_8XjvVEJd1RsQ
136,2018-09-11 07:25:29,5,"I am always hesitant about seeing a doctor, but needed to get a physical as part of my health insurance. I saw Heather LaGrippe and had the best experience!...",h8RLfmNGRKhloIAHRkr1SA
137,2018-02-03 11:27:16,4,"My insurance actually randomly assigned this practice was my PCP, and at first I was hesitant, but when I saw that it had good reviews, I decided to make an...",h8RLfmNGRKhloIAHRkr1SA
138,2018-08-10 14:02:29,4,years with Dr. Lee - best doctor ever :) totally recommended.,h8RLfmNGRKhloIAHRkr1SA
139,2019-02-07 14:55:12,5,"Dr. Tong and his staff are the best of the best. 
Every issue, concern, and thought I have had in every appointment was heard and considered. Whatever I...",rXG3LVAy310Q8ai5wot4bA
140,2019-03-15 11:27:03,1,Just when you thought you found a caring doctor....his staff not so much. I went for an appointment and was treated with little compassion and understanding...,rXG3LVAy310Q8ai5wot4bA
141,2018-08-08 14:13:21,5,"I love Dr. Tong! I have seen him for the past three years. He is very knowledgeable, patient, empathetic, and understanding of any concerns I have without...",rXG3LVAy310Q8ai5wot4bA
142,2019-02-12 15:54:14,5,Visited here before taking a trip to China. Great knowledge on health risks related to travel. Wish I had known about this office before many of my other...,GTHTLU4aBCoyVtQS6gjkgA
143,2019-03-13 14:45:05,5,I wanted to make sure I had all the necessary shots and medications before my quickly upcoming trip to South Africa and Passport Health made it easy to...,GTHTLU4aBCoyVtQS6gjkgA
144,2019-01-15 14:17:00,5,Visited Passport Health prior to my trip to Belize.  Willian explained everything in detail.  He was honest about what shots I needed.  Overall me...,GTHTLU4aBCoyVtQS6gjkgA
145,2017-11-20 14:34:54,5,"I went to see Dr. Wright do to a shoulder injury. Dr. Wright took his time, explained the treatment options, and plans. He gave me a temporary fix until we...",A9KMTVwmW94k32VEHF8Oaw
146,2016-10-08 22:07:21,5,"Ive been seeing Doctor Wright for 3 years..I have a lot of respect for this dr. Hes helpful, he listens, and hell definitely do what he can for you on your...",A9KMTVwmW94k32VEHF8Oaw
147,2016-12-12 10:20:55,5,I've been going to Dr Wright for over 30 years.  I like that it is a walk in place and always feel Dr Wright is very thorough and capable.  I even kept...,A9KMTVwmW94k32VEHF8Oaw
148,2019-01-21 10:00:30,4,"I loved Dr. Shinde and the care and concern he showed when I walked in with a bad stomach bug. He got me on the mend right away. 

I would 100% switch to...",8YZA2LQQlfmmPbiM29jhrQ
149,2019-02-27 12:27:02,5,The entire staff was lovely and helpful and made me feel like my pain valid  (which it was) and they took such great patience and kindness helping me get...,8YZA2LQQlfmmPbiM29jhrQ
150,2019-02-23 06:35:52,2,I've been to roughly 10 different urgent care type clinics in the last few years. I was disappointed with the service I received at this clinic. There  were...,8YZA2LQQlfmmPbiM29jhrQ
